Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Sex,Value
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Head and Neck,Men,32946
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Thyroid,Men,6764
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Bronchopulmonary,Men,44121
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Esophagus,Men,6683
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Gastric,Men,3854
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Colorectal,Men,50908
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Anal,Men,1010
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Hepatobiliary,Men,9136
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Pancreatic,Men,4521
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Renal,Men,22542
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Bladder,Men,45884
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Prostate,Men,270358
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Testicular,Men,3807
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Bone/Connective Tissue,Men,4061
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Melanoma,Men,37904
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Carcinoma in Situ - Other,Men,4730
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Other and Unspecified Primary,Men,77208
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Anemia,Men,382355
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Thrombocytopenia,Men,64911
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Coagulation and hemorrhagic disorders,Men,32854
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Hematologic/Immunologic Conditions - Other,Men,119310
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Connective Tissue Disease,Men,11223
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Rheumatoid Arthritis and Related Disease,Men,42759
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Inflammatory Spondyloarthropathies,Men,16762
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Polymyalgia Rheumatica,Men,7941
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Vasculitis,Men,3288
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Gout/Crystal Arthropathies,Men,215228
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Cervical,Men,272890
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Lumbosacral,Men,920508
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Other/Unspecified,Men,388872
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,Men,503806
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity,Men,829093
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints,Men,796327
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities,Men,156853
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip,Men,9416
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other,Men,102586
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis,Men,21385
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Amputation,Men,38818
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,Men,5105
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified",Men,55783
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other,Men,402610
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Multiple sclerosis,Men,12868
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Epilepsy- convulsions,Men,83376
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Parkinsons disease,Men,46211
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Intracranial Hemorrhage,Men,10038
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,TBI,Men,82083
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Dementia,Men,144907
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Cognitive Disorders - Other,Men,162999
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Spinal cord injury,Men,20740
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Paralysis - Other,Men,21779
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Headache,Men,225060
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Dizziness/vertigo,Men,139173
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Peripheral Nerve Disorders,Men,255556
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Carpal Tunnel Syndrome,Men,74240
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Nervous System Symptoms/Disorders - Other,Men,317436
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Major Depressive Disorder,Men,284961
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Depression, possible - Other",Men,803171
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,PTSD,Men,621095
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Acute stress disorders,Men,9770
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Anxiety disorders/ other,Men,446202
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Adjustment disorders,Men,128013
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Bipolar disorders,Men,109071
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Schizophrenia,Men,84065
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other,Men,51063
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders,Men,382322
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders,Men,231816
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders,Men,1326
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,Men,995
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders,Men,44794
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders,Men,16236
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders,Men,18023
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,Men,34296
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",Men,89267
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,PerBlindness/Low Vision,Men,101801
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Refraction disorders,Men,992113
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Glaucoma,Men,421306
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Cataract,Men,904396
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other,Men,882349
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Hearing problems,Men,970827
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other,Men,255761
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DENTAL,Dental Caries,Men,274000
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis,Men,193944
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DENTAL,Loss of Teeth,Men,141066
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DENTAL,Dental Disorders - Other,Men,312363
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),Men,153719
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,Men,72776
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DERMATOLOGIC,Skin infection,Men,164812
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DERMATOLOGIC,Psoriasis,Men,57331
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,Men,956980
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Sleep apnea,Men,463850
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Sleep disturbance - Other,Men,327045
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Malaise and fatigue,Men,93119
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Syncope,Men,58121
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Abdominal pain,Men,163255
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Chronic Pain Syndromes,Men,182046
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Allergies and urticaria,Men,74310
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Edema,Men,136135
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Symptoms - Other,Men,163376
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Tobacco Use Disorder,Men,777633
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Tobacco Use History,Men,107881
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Poisoning,Men,17635
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,Men,358895
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care,Men,85431
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Housing insufficiency,Men,160482
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Psychosocial factors - Other,Men,324205
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Residual Codes,Men,702316
Sex,A. Socio-demographic Characteristics,A1. Distribution of Sex among FY13 Veteran VHA Patients,Sex (Overall),Overall,,Overall,Missing,1235
Sex,A. Socio-demographic Characteristics,A3. Distribution of Sex among FY13 Veteran VHA Patients by Age FY13,Sex by Age Group,Age,,18-44,Missing,
Sex,A. Socio-demographic Characteristics,A3. Distribution of Sex among FY13 Veteran VHA Patients by Age FY13,Sex by Age Group,Age,,45-64,Missing,
Sex,A. Socio-demographic Characteristics,A3. Distribution of Sex among FY13 Veteran VHA Patients by Age FY13,Sex by Age Group,Age,,65+,Missing,
Sex,A. Socio-demographic Characteristics,"A4. Distribution of Sex among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Sex by Race/Ethnicity,Race/Ethnicity,,AI/AN,Missing,
Sex,A. Socio-demographic Characteristics,"A4. Distribution of Sex among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Sex by Race/Ethnicity,Race/Ethnicity,,Asian,Missing,
Sex,A. Socio-demographic Characteristics,"A4. Distribution of Sex among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Sex by Race/Ethnicity,Race/Ethnicity,,Black/African American,Missing,
Sex,A. Socio-demographic Characteristics,"A4. Distribution of Sex among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Sex by Race/Ethnicity,Race/Ethnicity,,NH/OPI,Missing,
Sex,A. Socio-demographic Characteristics,"A4. Distribution of Sex among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Sex by Race/Ethnicity,Race/Ethnicity,,White,Missing,
Sex,A. Socio-demographic Characteristics,"A4. Distribution of Sex among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Sex by Race/Ethnicity,Race/Ethnicity,,Hispanic,Missing,
Sex,A. Socio-demographic Characteristics,"A4. Distribution of Sex among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Sex by Race/Ethnicity,Race/Ethnicity,,Multi-race,Missing,
Sex,A. Socio-demographic Characteristics,"A4. Distribution of Sex among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Sex by Race/Ethnicity,Race/Ethnicity,,Unknown,Missing,
Sex,A. Socio-demographic Characteristics,"A5. Distribution of Sex among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",Sex by Rural/Urban Status,Geography,,Highly Rural,Missing,
Sex,A. Socio-demographic Characteristics,"A5. Distribution of Sex among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",Sex by Rural/Urban Status,Geography,,Other Rural,Missing,
Sex,A. Socio-demographic Characteristics,"A5. Distribution of Sex among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",Sex by Rural/Urban Status,Geography,,Urban,Missing,
Sex,A. Socio-demographic Characteristics,"A6. Distribution of Sex among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Sex by Service-Connected Status,Service Connection,,No SC,Missing,
Sex,A. Socio-demographic Characteristics,"A6. Distribution of Sex among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Sex by Service-Connected Status,Service Connection,,SC 0-49,Missing,
Sex,A. Socio-demographic Characteristics,"A6. Distribution of Sex among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Sex by Service-Connected Status,Service Connection,,SC 50-99,Missing,
Sex,A. Socio-demographic Characteristics,"A6. Distribution of Sex among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Sex by Service-Connected Status,Service Connection,,SC 100,Missing,
Sex,B. VHA Outpatient Utilization,"B1. Distribution of Sex among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Sex by VHA Outpatient Visits,Encounters,Outpatient Visits,0 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B1. Distribution of Sex among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Sex by VHA Outpatient Visits,Encounters,Outpatient Visits,1 encounter,Missing,
Sex,B. VHA Outpatient Utilization,"B1. Distribution of Sex among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Sex by VHA Outpatient Visits,Encounters,Outpatient Visits,2 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B1. Distribution of Sex among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Sex by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B1. Distribution of Sex among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Sex by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B1. Distribution of Sex among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Sex by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,Missing,
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,Missing,
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,Missing,
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,Missing,
