Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Mental Illness,Value
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Prolapse of female genital organs,Serious.Mental.Illness,297
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Female Reproductive Organ Disorders - Other,Serious.Mental.Illness,3440
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Sexual Dysfunction,Serious.Mental.Illness,21840
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Contraceptive Care Management,Serious.Mental.Illness,2510
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Infertility,Serious.Mental.Illness,294
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Menopausal disorders,Serious.Mental.Illness,2673
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Miscarriage,Serious.Mental.Illness,60
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Ectopic pregnancy,Serious.Mental.Illness,20
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy or Delivery - Normal,Serious.Mental.Illness,491
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged,Serious.Mental.Illness,529
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM,Serious.Mental.Illness,51
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by HTN,Serious.Mental.Illness,55
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy Complicated by Other Medical Conditions,Serious.Mental.Illness,228
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,BREAST,Breast Conditions/Benign or Unknown,Serious.Mental.Illness,3015
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,BREAST,Breast conditions abnormal radiologic findings,Serious.Mental.Illness,389
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Cervical,Serious.Mental.Illness,123
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Uterine,Serious.Mental.Illness,65
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Ovarian,Serious.Mental.Illness,62
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Female Reproductive - Other,Serious.Mental.Illness,38
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Carcinoma in Situ - Cervical,Serious.Mental.Illness,66
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Carcinoma in Situ - Female Reproductive - Other,Serious.Mental.Illness,17
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Breast,Serious.Mental.Illness,713
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,"Carcinoma in Situ - Breast, Ductal or Lobular",Serious.Mental.Illness,56
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Lymphomas,Serious.Mental.Illness,1001
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Leukemias,Serious.Mental.Illness,716
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Multiple myeloma,Serious.Mental.Illness,241
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Brain/Nervous System,Serious.Mental.Illness,301
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Head and Neck,Serious.Mental.Illness,1392
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Thyroid,Serious.Mental.Illness,486
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Bronchopulmonary,Serious.Mental.Illness,2135
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Esophagus,Serious.Mental.Illness,283
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Gastric,Serious.Mental.Illness,190
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Colorectal,Serious.Mental.Illness,1873
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Anal,Serious.Mental.Illness,78
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Hepatobiliary,Serious.Mental.Illness,669
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Pancreatic,Serious.Mental.Illness,226
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Renal,Serious.Mental.Illness,988
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Bladder,Serious.Mental.Illness,1381
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Prostate,Serious.Mental.Illness,7362
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Testicular,Serious.Mental.Illness,246
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Bone/Connective Tissue,Serious.Mental.Illness,225
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Melanoma,Serious.Mental.Illness,1196
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Carcinoma in Situ - Other,Serious.Mental.Illness,238
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Other and Unspecified Primary,Serious.Mental.Illness,4175
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Anemia,Serious.Mental.Illness,26856
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Thrombocytopenia,Serious.Mental.Illness,5293
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Coagulation and hemorrhagic disorders,Serious.Mental.Illness,2511
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Hematologic/Immunologic Conditions - Other,Serious.Mental.Illness,9508
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Connective Tissue Disease,Serious.Mental.Illness,867
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Rheumatoid Arthritis and Related Disease,Serious.Mental.Illness,1685
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Inflammatory Spondyloarthropathies,Serious.Mental.Illness,1213
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Polymyalgia Rheumatica,Serious.Mental.Illness,173
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Vasculitis,Serious.Mental.Illness,188
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Gout/Crystal Arthropathies,Serious.Mental.Illness,7311
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Cervical,Serious.Mental.Illness,23297
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Lumbosacral,Serious.Mental.Illness,68264
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Other/Unspecified,Serious.Mental.Illness,32839
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,Serious.Mental.Illness,32998
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity,Serious.Mental.Illness,56282
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints,Serious.Mental.Illness,47992
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities,Serious.Mental.Illness,11932
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip,Serious.Mental.Illness,911
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other,Serious.Mental.Illness,10594
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis,Serious.Mental.Illness,1807
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Amputation,Serious.Mental.Illness,2181
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,Serious.Mental.Illness,177
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified",Serious.Mental.Illness,7419
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other,Serious.Mental.Illness,31487
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Multiple sclerosis,Serious.Mental.Illness,809
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Epilepsy- convulsions,Serious.Mental.Illness,11830
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Parkinsons disease,Serious.Mental.Illness,4014
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Intracranial Hemorrhage,Serious.Mental.Illness,1060
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,TBI,Serious.Mental.Illness,10326
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Dementia,Serious.Mental.Illness,16318
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Cognitive Disorders - Other,Serious.Mental.Illness,23481
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Spinal cord injury,Serious.Mental.Illness,1176
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Paralysis - Other,Serious.Mental.Illness,1865
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Headache,Serious.Mental.Illness,25422
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Dizziness/vertigo,Serious.Mental.Illness,10284
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Peripheral Nerve Disorders,Serious.Mental.Illness,16968
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Carpal Tunnel Syndrome,Serious.Mental.Illness,4862
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Nervous System Symptoms/Disorders - Other,Serious.Mental.Illness,32834
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Major Depressive Disorder,Serious.Mental.Illness,50492
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Depression, possible - Other",Serious.Mental.Illness,90603
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,PTSD,Serious.Mental.Illness,73764
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Acute stress disorders,Serious.Mental.Illness,1283
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Anxiety disorders/ other,Serious.Mental.Illness,61427
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Adjustment disorders,Serious.Mental.Illness,12401
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Bipolar disorders,Serious.Mental.Illness,130499
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Schizophrenia,Serious.Mental.Illness,90747
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other,Serious.Mental.Illness,55125
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders,Serious.Mental.Illness,62605
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders,Serious.Mental.Illness,59145
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders,Serious.Mental.Illness,731
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,Serious.Mental.Illness,614
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders,Serious.Mental.Illness,21499
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders,Serious.Mental.Illness,4849
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders,Serious.Mental.Illness,3254
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,Serious.Mental.Illness,6365
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",Serious.Mental.Illness,28699
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Blindness/Low Vision,Serious.Mental.Illness,5338
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Refraction disorders,Serious.Mental.Illness,62894
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Glaucoma,Serious.Mental.Illness,22833
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Cataract,Serious.Mental.Illness,43053
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other,Serious.Mental.Illness,49031
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Hearing problems,Serious.Mental.Illness,30363
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other,Serious.Mental.Illness,14971
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Dental Caries,Serious.Mental.Illness,36482
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis,Serious.Mental.Illness,24969
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Loss of Teeth,Serious.Mental.Illness,18757
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Dental Disorders - Other,Serious.Mental.Illness,40346
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),Serious.Mental.Illness,5227
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,Serious.Mental.Illness,5864
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin infection,Serious.Mental.Illness,15834
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Psoriasis,Serious.Mental.Illness,2967
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,Serious.Mental.Illness,60285
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Sleep apnea,Serious.Mental.Illness,30365
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Sleep disturbance - Other,Serious.Mental.Illness,28582
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Malaise and fatigue,Serious.Mental.Illness,8281
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Syncope,Serious.Mental.Illness,6382
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Abdominal pain,Serious.Mental.Illness,17299
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Chronic Pain Syndromes,Serious.Mental.Illness,21694
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Allergies and urticaria,Serious.Mental.Illness,6861
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Edema,Serious.Mental.Illness,9885
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Symptoms - Other,Serious.Mental.Illness,23001
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Tobacco Use Disorder,Serious.Mental.Illness,85942
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Tobacco Use History,Serious.Mental.Illness,8180
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Poisoning,Serious.Mental.Illness,4146
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,Serious.Mental.Illness,37589
