Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Age Group,Value
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,2 encounters,X85.,44609
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,X85.,95015
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,X85.,89769
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,X85.,126871
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,X85.,79570
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,X85.,143949
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,X85.,79234
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,X85.,75608
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,X85.,25544
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,X85.,13982
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,X85.,386073
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,X85.,12944
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,X85.,6461
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,X85.,7844
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,X85.,2916
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,X85.,1649
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,X85.,368376
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,X85.,25365
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,X85.,11030
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,X85.,10327
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,X85.,2529
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,X85.,260
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,0 encounters,X85.,205237
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,1 encounter,X85.,75395
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,2 encounters,X85.,38404
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,X85.,50148
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,X85.,29280
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,12+ encounters,X85.,19423
Age Group,B. VHA Outpatient Utilization,"B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Age Group by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,X85.,356080
Age Group,B. VHA Outpatient Utilization,"B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Age Group by Fee Outpatient Services,Encounters,Fee Outpatient Services,1 encounter,X85.,6864
Age Group,B. VHA Outpatient Utilization,"B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Age Group by Fee Outpatient Services,Encounters,Fee Outpatient Services,2 encounters,X85.,5920
Age Group,B. VHA Outpatient Utilization,"B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Age Group by Fee Outpatient Services,Encounters,Fee Outpatient Services,3-5 encounters,X85.,7860
Age Group,B. VHA Outpatient Utilization,"B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Age Group by Fee Outpatient Services,Encounters,Fee Outpatient Services,6-11 encounters,X85.,6732
Age Group,B. VHA Outpatient Utilization,"B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Age Group by Fee Outpatient Services,Encounters,Fee Outpatient Services,12+ encounters,X85.,34431
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,INFECTIOUS DISEASE,X85.,73455
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,ENDOCRINE/METABOLIC/NUTRITIONAL,X85.,260982
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,CARDIOVASCULAR,X85.,301864
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,RESPIRATORY,X85.,99831
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,GASTROINTESTINAL,X85.,124849
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,URINARY,X85.,109515
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,REPRODUCTIVE HEALTH,X85.,125625
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,BREAST,X85.,1661
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,CANCER,X85.,67529
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,HEMATOLOGIC/IMMUNOLOGIC,X85.,71986
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,MUSCULOSKELETAL,X85.,158650
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,NEUROLOGIC,X85.,132687
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,MENTAL HEALTH/SUD,X85.,55546
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,SENSE ORGAN,X85.,229862
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,DENTAL,X85.,15936
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,DERMATOLOGIC,X85.,86746
Age Group,C. Diagnoses,"C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13",Age Group by Domains,Domains,,OTHER,X85.,137205
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,INFECTIOUS DISEASE,HIV/AIDS,X85.,45
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,INFECTIOUS DISEASE,Tuberculosis,X85.,477
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,INFECTIOUS DISEASE,Mycoses,X85.,32825
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,INFECTIOUS DISEASE,Infections - Other,X85.,13480
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Diabetes Mellitus,X85.,87393
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Lipid Disorders,X85.,189908
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Overweight/Obesity,X85.,14704
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Thyroid Disorders,X85.,53142
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Osteoporosis,X85.,12604
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Vitamin D Deficiency,X85.,19137
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,"Endocrine, Metabolic and Nutritional Disorders - Other",X85.,43917
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Fluid and Electrolyte Disorders,X85.,20583
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Hypertension,X85.,246906
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Chest Pain/Angina,X85.,11224
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Acute MI,X85.,2992
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Coronary Artery Disease,X85.,116923
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Heart Failure,X85.,40926
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Valvular Disease,X85.,24527
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Atrial Fibrillation/Flutter,X85.,57424
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Arrhythmia/Conduction Disorder - Other,X85.,39380
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Cardiac Conditions - Other,X85.,4302
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Accident/TIA,X85.,27352
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Disease - Other,X85.,18757
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Pecondition Aortic Aneurysm,X85.,8665
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Pulmonary Embolism or Deep Vein Thrombosis,X85.,8015
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Vascular Disease - Other,X85.,33815
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Circulatory System Conditions - Other,X85.,16569
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,X85.,45980
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Asthma,X85.,8363
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Sarcoidosis,X85.,60
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Pneumonia,X85.,11321
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other,X85.,14421
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Allergic and other chronic sinusitis/rhinitis,X85.,20445
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,"Dyspnea, cough and other respiratory symptoms",X85.,23690
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Respiratory Conditions - Other,X85.,22984
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Esophageal disorders,X85.,75943
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Nausea and vomiting,X85.,3247
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Gastroduodenal ulcer,X85.,4783
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Gastric/Duodenal Disorders - Other,X85.,4478
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal hemorrhage,X85.,5242
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,"Polyp, colorectal",X85.,7658
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Diverticulosis and diverticulitis,X85.,6428
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Inflammatory Bowel Disease,X85.,1673
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Diarrhea/constipation and functional bowel disorders,X85.,26535
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Hernia,X85.,8831
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Hemorrhoids,X85.,2804
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Hepatitis C,X85.,525
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Liver disease - Other,X85.,3641
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Biliary tract disease,X85.,2732
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Pancreatic disorders,X85.,1206
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal System Disorders - Other,X85.,15075
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Renal failure or Nephropathy,X85.,59705
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Calculus of urinary tract,X85.,3582
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Hematuria,X85.,8388
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Kidney/Ureter Diseases - Other,X85.,10346
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis),X85.,17603
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Urinary Incontinence,X85.,18115
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Urinary Symptoms - Other,X85.,12621
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Urinary Conditions - Other,X85.,16714
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Male genital disorders,X85.,88548
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,STIs,X85.,314
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Vaginitis/ cervicitis/ and other pelvic inflammatory conditions,X85.,70
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Cervical Dysplasia/ASCUS,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Endometriosis,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Menstrual disorders,X85.,28
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Fibroids,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,"Ovarian cyst at least once, FY13",X85.,14
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Polycystic ovaries,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Benign Gynecologic Neoplasms - Other,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Prolapse of female genital organs,X85.,114
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Female Reproductive Organ Disorders - Other,X85.,566
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Sexual Dysfunction,X85.,6691
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Contraceptive Care Management,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Infertility,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Menopausal disorders,X85.,215
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Miscarriage,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Ectopic pregnancy,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy or Delivery - Normal,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged,X85.,49
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by HTN,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy Complicated by Other Medical Conditions,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,BREAST,PerBreast Conditions/Benign or Unknown,X85.,925
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,BREAST,Breast conditions abnormal radiologic findings,X85.,31
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,PerCancer - Cervical,X85.,12
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Uterine,X85.,36
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Ovarian,X85.,22
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Female Reproductive - Other,X85.,18
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Carcinoma in Situ - Cervical,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Carcinoma in Situ - Female Reproductive - Other,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Breast,X85.,779
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,"Carcinoma in Situ - Breast, Ductal or Lobular",X85.,
